,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
48,67,439,Organoheterocyclic compounds,0.7666666666666666,superclass,6.0,Insilico
49,68,196,,,,,
50,69,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
51,70,8,,,,,
52,71,547,N/A,0.7666666666666666,subclass,3.0,Insilico
53,72,994,Toluenes,1.0,subclass,1.0,Library
54,75,122,Lipids and lipid-like molecules,0.75,superclass,24.0,Library
55,76,372,Benzenoids,0.5714285714285714,superclass,7.0,Insilico
56,77,372,Benzenoids,0.5714285714285714,superclass,7.0,Insilico
57,78,372,Benzenoids,0.5714285714285714,superclass,7.0,Insilico
58,79,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
59,80,370,Ethers,0.7692307692307693,subclass,13.0,Library
60,81,201,N/A,1.0,subclass,2.0,Library
61,82,201,N/A,1.0,subclass,2.0,Library
62,85,182,,,,,
63,86,76,N/A,1.0,subclass,2.0,Library
64,87,590,Carboxylic acids and derivatives,0.725,class,8.0,Insilico
65,88,590,Carboxylic acids and derivatives,0.725,class,8.0,Insilico
66,90,182,,,,,
67,91,182,,,,,
68,92,500,Organic acids and derivatives,0.7999999999999999,superclass,10.0,Insilico
69,93,500,Organic acids and derivatives,0.7999999999999999,superclass,10.0,Insilico
70,94,401,,,,,
71,95,401,,,,,
72,96,401,,,,,
73,97,500,Organic acids and derivatives,0.7999999999999999,superclass,10.0,Insilico
74,99,196,,,,,
75,102,1096,Organoheterocyclic compounds,1.1,superclass,3.0,Insilico
76,103,1096,Organoheterocyclic compounds,1.1,superclass,3.0,Insilico
77,104,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
78,105,1674,,,,,
79,106,34,,,,,
80,108,182,,,,,
81,109,201,N/A,1.0,subclass,2.0,Library
82,110,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
83,111,248,,,,,
84,113,128,N/A,0.6,superclass,4.0,Insilico
85,115,182,,,,,
86,116,182,,,,,
87,117,287,,,,,
88,118,333,Fatty acids and conjugates,0.85,subclass,8.0,Insilico
89,120,449,,,,,
90,122,64,N/A,1.0,subclass,5.0,Library
91,125,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
92,126,590,Carboxylic acids and derivatives,0.725,class,8.0,Insilico
93,129,590,Carboxylic acids and derivatives,0.725,class,8.0,Insilico
94,130,28,N/A,0.9333333333333333,subclass,6.0,Insilico
95,133,388,,,,,
96,134,1367,Alcohols and polyols,1.0,subclass,1.0,Insilico
97,136,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
98,138,747,Monoterpenoids,1.0,subclass,1.0,Library
99,141,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
100,142,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
101,143,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
102,144,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
103,148,547,N/A,0.7666666666666666,subclass,3.0,Insilico
104,149,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
105,151,1275,,,,,
106,153,681,Methoxyphenols,0.8142857142857143,subclass,7.0,Insilico
107,155,333,Fatty acids and conjugates,0.85,subclass,8.0,Insilico
108,156,333,Fatty acids and conjugates,0.85,subclass,8.0,Insilico
109,159,145,Fatty acid esters,1.1,subclass,2.0,Insilico
110,160,165,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
111,162,901,,,,,
112,163,901,,,,,
113,167,64,N/A,1.0,subclass,5.0,Library
114,169,250,,,,,
115,172,333,Fatty acids and conjugates,0.85,subclass,8.0,Insilico
116,173,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
117,175,654,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
118,176,182,,,,,
119,179,226,Pyrimidines and pyrimidine derivatives,1.0,subclass,1.0,Insilico
120,180,201,N/A,1.0,subclass,2.0,Library
121,181,388,,,,,
122,182,28,N/A,0.9333333333333333,subclass,6.0,Insilico
123,183,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
124,185,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
125,188,273,,,,,
126,190,298,N/A,1.1,subclass,5.0,Library
127,192,370,Ethers,0.7692307692307693,subclass,13.0,Library
128,193,182,,,,,
129,194,182,,,,,
130,195,56,,,,,
131,196,182,,,,,
132,197,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
133,200,267,Carboxylic acids and derivatives,1.1,class,2.0,Insilico
134,205,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
135,207,333,Fatty acids and conjugates,0.85,subclass,8.0,Insilico
136,208,196,,,,,
137,209,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
138,211,626,,,,,
139,212,626,,,,,
140,214,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
141,215,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
142,216,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
143,222,437,null,1.0,subclass,1.0,Insilico
144,224,284,,,,,
145,225,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
146,226,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
147,227,201,N/A,1.0,subclass,2.0,Library
148,228,886,,,,2.0,Insilico
149,229,196,,,,,
150,231,212,Alcohols and polyols,1.0,subclass,1.0,Library
151,239,214,Dicarboxylic acids and derivatives,1.1,subclass,3.0,Insilico
152,243,370,Ethers,0.7692307692307693,subclass,13.0,Library
153,248,836,Carbonyl compounds,1.1,subclass,2.0,Insilico
154,251,568,Benzenoids,0.7666666666666666,superclass,6.0,Insilico
155,252,1315,Benzenoids,1.1,superclass,2.0,Insilico
156,258,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
157,259,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
158,260,376,,,,,
159,264,376,,,,,
160,266,151,,,,,
161,267,886,,,,2.0,Insilico
162,268,184,,,,,
163,270,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
164,272,669,Carboxylic acid derivatives,1.1,subclass,2.0,Insilico
165,274,122,Lipids and lipid-like molecules,0.75,superclass,24.0,Library
166,279,569,,,,,
167,280,569,,,,,
168,281,165,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
169,282,114,Phosphate esters,1.0,subclass,3.0,Library
170,283,478,,,,,
171,286,214,Dicarboxylic acids and derivatives,1.1,subclass,3.0,Insilico
172,287,52,Fatty acids and conjugates,0.7428571428571429,subclass,14.0,Insilico
173,288,122,Lipids and lipid-like molecules,0.75,superclass,24.0,Library
174,289,250,,,,,
175,290,250,,,,,
176,293,569,,,,,
177,294,182,,,,,
178,295,182,,,,,
179,298,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
180,299,201,N/A,1.0,subclass,2.0,Library
181,300,182,,,,,
182,303,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
183,305,626,,,,,
184,306,114,Phosphate esters,1.0,subclass,3.0,Library
185,308,100,Lipids and lipid-like molecules,0.6363636363636364,superclass,11.0,Library
186,311,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
187,312,241,Organic acids and derivatives,0.6666666666666666,superclass,18.0,Library
188,321,472,,,,,
189,323,472,,,,,
190,324,924,Benzoic acids and derivatives,1.1,subclass,2.0,Library
191,325,1314,,,,,
192,326,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
193,329,64,N/A,1.0,subclass,5.0,Library
194,330,779,null,1.1,subclass,3.0,Insilico
195,332,64,N/A,1.0,subclass,5.0,Library
196,333,856,Organosulfonic acids and derivatives,1.0,subclass,1.0,Insilico
197,334,682,,,,2.0,Insilico
198,335,370,Ethers,0.7692307692307693,subclass,13.0,Library
199,336,647,Fatty acids and conjugates,1.0,subclass,1.0,Library
200,337,647,Fatty acids and conjugates,1.0,subclass,1.0,Library
201,338,56,,,,,
202,340,250,,,,,
203,341,217,,,,,
204,343,590,Carboxylic acids and derivatives,0.725,class,8.0,Insilico
205,345,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
206,348,939,,,,,
207,349,568,Benzenoids,0.7666666666666666,superclass,6.0,Insilico
208,351,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
209,352,201,N/A,1.0,subclass,2.0,Library
210,353,151,,,,,
211,354,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
212,355,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
213,356,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
214,357,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
215,358,1306,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
216,359,151,,,,,
217,360,315,Indoles and derivatives,0.75,class,4.0,Library
218,361,315,Indoles and derivatives,0.75,class,4.0,Library
219,363,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
220,365,1101,null,1.1,subclass,2.0,Insilico
221,370,605,Carbonyl compounds,1.0,subclass,2.0,Library
222,372,1052,Amines,1.1,subclass,2.0,Insilico
223,374,157,null,1.0,subclass,1.0,Insilico
224,377,370,Ethers,0.7692307692307693,subclass,13.0,Library
225,378,826,Lipids and lipid-like molecules,0.7666666666666666,superclass,3.0,Insilico
226,381,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
227,383,667,Organic acids and derivatives,0.5454545454545454,superclass,11.0,Insilico
228,384,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
229,385,266,Carboximidic acids,1.0,subclass,1.0,Library
230,387,151,,,,,
231,388,76,N/A,1.0,subclass,2.0,Library
232,390,1067,Organic acids and derivatives,0.7666666666666666,superclass,3.0,Insilico
233,391,271,,,,,
234,393,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
235,399,380,Lipids and lipid-like molecules,0.85,superclass,4.0,Insilico
236,400,250,,,,,
237,405,496,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Insilico
238,408,250,,,,,
239,409,148,,,,,
240,410,148,,,,,
241,411,201,N/A,1.0,subclass,2.0,Library
242,412,568,Benzenoids,0.7666666666666666,superclass,6.0,Insilico
243,413,568,Benzenoids,0.7666666666666666,superclass,6.0,Insilico
244,416,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
245,418,168,Lipids and lipid-like molecules,0.625,superclass,16.0,Insilico
246,419,1527,,,,,
247,421,94,N/A,0.731578947368421,subclass,19.0,Insilico
248,422,151,,,,,
249,423,151,,,,,
250,425,1286,Lipids and lipid-like molecules,0.85,superclass,4.0,Insilico
251,426,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
252,430,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
253,434,370,Ethers,0.7692307692307693,subclass,13.0,Library
254,436,56,,,,,
255,437,201,N/A,1.0,subclass,2.0,Library
256,439,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
257,443,605,Carbonyl compounds,1.0,subclass,2.0,Library
258,444,151,,,,,
259,445,76,N/A,1.0,subclass,2.0,Library
260,446,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
261,448,909,Organic nitrogen compounds,0.6,superclass,5.0,Insilico
262,449,196,,,,,
263,450,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
264,451,64,N/A,1.0,subclass,5.0,Library
265,453,944,null,1.1,subclass,2.0,Insilico
266,454,205,,,,3.0,Insilico
267,455,64,N/A,1.0,subclass,5.0,Library
268,456,64,N/A,1.0,subclass,5.0,Library
269,457,64,N/A,1.0,subclass,5.0,Library
270,458,568,Benzenoids,0.7666666666666666,superclass,6.0,Insilico
271,460,316,Organic acids and derivatives,0.6,superclass,4.0,Insilico
272,461,15,"Amino acids, peptides, and analogues",0.75,subclass,4.0,Library
273,462,94,N/A,0.731578947368421,subclass,19.0,Insilico
274,463,1447,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
275,464,877,"Amino acids, peptides, and analogues",1.1,subclass,2.0,Insilico
276,465,83,,,,,
277,466,1588,Fatty amides,1.1,subclass,3.0,Insilico
278,469,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
279,471,1057,,,,,
280,474,234,Fatty amides,0.7666666666666666,subclass,3.0,Insilico
281,475,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
282,476,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
283,478,370,Ethers,0.7692307692307693,subclass,13.0,Library
284,479,152,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,Library
285,483,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
286,484,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
287,485,663,null,1.1,subclass,3.0,Insilico
288,487,94,N/A,0.731578947368421,subclass,19.0,Insilico
289,489,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
290,491,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
291,493,110,,,,,
292,494,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
293,498,1588,Fatty amides,1.1,subclass,3.0,Insilico
294,500,52,Fatty acids and conjugates,0.7428571428571429,subclass,14.0,Insilico
295,502,442,Fatty acid esters,1.0,subclass,1.0,Library
296,503,1299,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
297,504,94,N/A,0.731578947368421,subclass,19.0,Insilico
298,507,644,"Amino acids, peptides, and analogues",1.1,subclass,5.0,Insilico
299,508,205,,,,3.0,Insilico
300,509,1160,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
301,511,93,,,,,
302,512,94,N/A,0.731578947368421,subclass,19.0,Insilico
303,515,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
304,516,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
305,519,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
306,521,316,Organic acids and derivatives,0.6,superclass,4.0,Insilico
307,523,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
308,525,179,,,,,
309,527,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
310,528,389,Benzophenones,1.1,subclass,3.0,Insilico
311,531,370,Ethers,0.7692307692307693,subclass,13.0,Library
312,532,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
313,534,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
314,536,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
315,538,56,,,,,
316,539,56,,,,,
317,540,63,Fatty acid esters,1.0,subclass,1.0,Library
318,541,63,Fatty acid esters,1.0,subclass,1.0,Library
319,543,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
320,547,605,Carbonyl compounds,1.0,subclass,2.0,Library
321,550,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
322,551,179,,,,,
323,552,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
324,554,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
325,555,970,Azoles,0.7666666666666666,class,6.0,Insilico
326,556,970,Azoles,0.7666666666666666,class,6.0,Insilico
327,557,205,,,,3.0,Insilico
328,564,320,Fatty amides,1.0,subclass,1.0,Library
329,565,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
330,568,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
331,569,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
332,570,784,,,,,
333,571,678,,,,,
334,573,1038,Organic acids and derivatives,0.6454545454545454,superclass,11.0,Insilico
335,576,430,null,0.7666666666666666,subclass,3.0,Insilico
336,577,909,Organic nitrogen compounds,0.6,superclass,5.0,Insilico
337,582,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
338,583,94,N/A,0.731578947368421,subclass,19.0,Insilico
339,584,182,,,,,
340,588,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
341,590,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
342,592,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
343,594,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
344,595,23,Benzoic acids and derivatives,0.8,subclass,5.0,Library
345,596,179,,,,,
346,597,474,,,,3.0,Insilico
347,600,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
348,602,94,N/A,0.731578947368421,subclass,19.0,Insilico
349,603,114,Phosphate esters,1.0,subclass,3.0,Library
350,605,63,Fatty acid esters,1.0,subclass,1.0,Library
351,606,1536,Benzene and substituted derivatives,0.7666666666666666,class,3.0,Insilico
352,607,205,,,,3.0,Insilico
353,608,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
354,609,196,,,,,
355,610,141,,,,,
356,614,63,Fatty acid esters,1.0,subclass,1.0,Library
357,615,110,,,,,
358,616,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
359,618,179,,,,,
360,619,694,,,,,
361,620,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
362,621,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
363,622,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
364,625,701,,,,,
365,629,1271,null,1.1,subclass,2.0,Insilico
366,630,179,,,,,
367,633,370,Ethers,0.7692307692307693,subclass,13.0,Library
368,634,1803,Hydroxysteroids,1.0,subclass,1.0,Insilico
369,636,56,,,,,
370,638,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
371,642,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
372,643,141,,,,,
373,644,117,"Bile acids, alcohols and derivatives",1.0,subclass,1.0,Insilico
374,645,63,Fatty acid esters,1.0,subclass,1.0,Library
375,648,262,Lipids and lipid-like molecules,0.6,superclass,5.0,Insilico
376,650,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
377,651,94,N/A,0.731578947368421,subclass,19.0,Insilico
378,652,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
379,654,90,Tetraterpenoids,1.0,subclass,2.0,Library
380,658,205,,,,3.0,Insilico
381,659,1141,Benzoic acids and derivatives,0.7666666666666666,subclass,3.0,Insilico
382,661,33,Organic acids and derivatives,0.6666666666666666,superclass,3.0,Library
383,665,63,Fatty acid esters,1.0,subclass,1.0,Library
384,666,1141,Benzoic acids and derivatives,0.7666666666666666,subclass,3.0,Insilico
385,669,63,Fatty acid esters,1.0,subclass,1.0,Library
386,671,114,Phosphate esters,1.0,subclass,3.0,Library
387,673,56,,,,,
388,674,370,Ethers,0.7692307692307693,subclass,13.0,Library
389,677,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
390,678,1564,,,,,
391,679,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
392,682,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
393,683,93,,,,,
394,684,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
395,685,110,,,,,
396,686,1092,Lipids and lipid-like molecules,0.7666666666666666,superclass,3.0,Insilico
397,689,1092,Lipids and lipid-like molecules,0.7666666666666666,superclass,3.0,Insilico
398,691,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
399,694,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
400,697,438,1-benzopyrans,1.1,subclass,3.0,Library
401,699,1536,Benzene and substituted derivatives,0.7666666666666666,class,3.0,Insilico
402,701,1301,,,,,
403,702,842,,,,,
404,704,94,N/A,0.731578947368421,subclass,19.0,Insilico
405,705,114,Phosphate esters,1.0,subclass,3.0,Library
406,706,205,,,,3.0,Insilico
407,707,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
408,708,786,null,0.7666666666666666,subclass,3.0,Insilico
409,712,63,Fatty acid esters,1.0,subclass,1.0,Library
410,714,842,,,,,
411,716,110,,,,,
412,717,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
413,719,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
414,720,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
415,721,909,Organic nitrogen compounds,0.6,superclass,5.0,Insilico
416,722,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
417,723,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
418,725,89,,,,,
419,730,179,,,,,
420,731,370,Ethers,0.7692307692307693,subclass,13.0,Library
421,732,279,Carbohydrates and carbohydrate conjugates,1.1,subclass,2.0,Insilico
422,733,56,,,,,
423,734,114,Phosphate esters,1.0,subclass,3.0,Library
424,735,93,,,,,
425,736,671,Benzenoids,0.7666666666666666,superclass,3.0,Insilico
426,737,93,,,,,
427,738,516,N/A,1.0,subclass,1.0,Library
428,740,124,Lipids and lipid-like molecules,0.6666666666666666,superclass,9.0,Library
429,741,141,,,,,
430,742,206,"Amino acids, peptides, and analogues",1.0,subclass,1.0,Insilico
431,743,41,,,,,
432,744,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
433,746,1076,,,,,
434,747,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
435,748,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
436,750,205,,,,3.0,Insilico
437,751,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
438,753,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
439,754,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
440,756,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
441,758,133,Lipids and lipid-like molecules,1.1,superclass,2.0,Insilico
442,759,106,N/A,0.6153846153846154,superclass,13.0,Insilico
443,766,56,,,,,
444,767,370,Ethers,0.7692307692307693,subclass,13.0,Library
445,768,745,Lipids and lipid-like molecules,0.5384615384615384,superclass,13.0,Insilico
446,769,63,Fatty acid esters,1.0,subclass,1.0,Library
447,770,37,null,1.1,subclass,2.0,Insilico
448,771,89,,,,,
449,774,94,N/A,0.731578947368421,subclass,19.0,Insilico
450,776,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
451,777,1670,Phenoxy compounds,1.0,subclass,1.0,Insilico
452,778,179,,,,,
453,779,135,Glycerophosphocholines,1.0,subclass,1.0,Library
454,780,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
455,782,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
456,787,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
457,788,113,Lipids and lipid-like molecules,0.6,superclass,10.0,Library
458,789,41,,,,,
459,792,772,Fatty amides,1.0,subclass,1.0,Insilico
460,793,179,,,,,
461,796,94,N/A,0.731578947368421,subclass,19.0,Insilico
462,797,114,Phosphate esters,1.0,subclass,3.0,Library
463,798,516,N/A,1.0,subclass,1.0,Library
464,799,114,Phosphate esters,1.0,subclass,3.0,Library
465,800,141,,,,,
466,802,977,Organic acids and derivatives,1.1,superclass,2.0,Insilico
467,805,63,Fatty acid esters,1.0,subclass,1.0,Library
468,807,13,Lipids and lipid-like molecules,0.5454545454545454,superclass,11.0,Library
469,809,141,,,,,
470,810,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
471,811,149,"Amino acids, peptides, and analogues",0.9888888888888888,subclass,9.0,Insilico
472,812,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
473,813,228,Lipids and lipid-like molecules,0.7097560975609756,superclass,41.0,Insilico
474,814,85,N/A,1.0,subclass,1.0,Library
475,816,65,"Amino acids, peptides, and analogues",0.9695652173913043,subclass,46.0,Insilico
476,817,89,,,,,
477,819,179,,,,,
478,820,179,,,,,
479,821,881,Ethers,1.0,subclass,1.0,Library
480,822,88,Organic acids and derivatives,0.6666666666666666,superclass,9.0,Insilico
481,823,1132,,,,,
482,826,56,,,,,
483,828,114,Phosphate esters,1.0,subclass,3.0,Library
484,829,93,,,,,
485,830,671,Benzenoids,0.7666666666666666,superclass,3.0,Insilico
486,831,110,,,,,
487,832,141,,,,,
488,833,205,,,,3.0,Insilico
489,834,740,Phenylpropanoids and polyketides,0.85,superclass,4.0,Insilico
490,835,431,,,,,
491,837,155,Organic oxygen compounds,0.603448275862069,superclass,58.0,Insilico
492,838,94,N/A,0.731578947368421,subclass,19.0,Insilico
493,839,87,,,,,
494,842,16,Lipids and lipid-like molecules,0.8947368421052632,superclass,19.0,Insilico
495,843,120,Carboxylic acids and derivatives,0.8142857142857143,class,7.0,Insilico
496,844,41,,,,,
497,846,179,,,,,
498,849,281,,,,,
499,850,114,Phosphate esters,1.0,subclass,3.0,Library
500,852,370,Ethers,0.7692307692307693,subclass,13.0,Library
