,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
24,CC1COC(C(O)C(C)(O)C2CCC3(O)C4=CC(=O)C5CC(O)C(O)CC5(C)C4CCC23C)C1C,InChIKey=HHPPCGSBRMCORM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Pentahydroxy bile acids, alcohols and derivatives",Aliphatic heteropolycyclic compounds
25,C1CNCCNC2=CC=CC(NCCCNCCNCCCNC3=NC(NCCNC1)=CC=C3)=N2,InChIKey=OQRPCHHKVRSZPC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,,Pyridines and derivatives,Aromatic heteropolycyclic compounds
26,None,None,None,None,None,None,None,None
27,COC(=O)CC1CCCC(CC(=O)OC)C1=O,InChIKey=XALYMYLQVVKHKM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Aliphatic homomonocyclic compounds
28,None,None,None,None,None,None,None,None
29,CC(=O)OCC(CCC1C(C)=CC(=O)C2C(C)(C)CCCC12C)=CC(O)=O,InChIKey=UTRJNVUJZHUXNP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
30,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None
32,CC(=O)OCC1C(CO)OC(C1OC(C)=O)N1C=NC2=C(N)NC(=N)N=C12,InChIKey=YELWWENTCGLYDH-UHFFFAOYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 3'-deoxyribonucleosides,Purine 3'-deoxyribonucleosides,Aromatic heteropolycyclic compounds
33,OC(=O)CNC(=O)CNC(=O)CCCC(=O)c1ccccc1,InChIKey=JWPRFJJRKOIASM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Aromatic homomonocyclic compounds
34,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None
41,CCCCC1=CC(CCCC1OC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1,InChIKey=BUOZTQXGFCCTFF-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Aromatic homomonocyclic compounds
42,CC(NC(=O)CCCCCCCCCCC(O)=O)C(O)=O,InChIKey=BNFLHRNFTCOSIA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
43,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CNC(C)=O,InChIKey=YIWVJYGJDWXSJJ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic acyclic compounds
44,COC(=O)C1(C)CCCC2(C)C(CCC(C)=CCOC(C)=O)C(=C)CCC12,InChIKey=AORYFYLFZDBOMS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
45,CCCCCCCCCCCCC(CO)(OC(=O)CC)C(=N)OC(=O)CC(O)=O,InChIKey=KEQWIXQPHDVVJQ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic acyclic compounds
46,None,None,None,None,None,None,None,None
47,None,None,None,None,None,None,None,None
48,None,None,None,None,None,None,None,None
49,None,None,None,None,None,None,None,None
50,COC(=O)C1(C)CCCC2(C)C3CCC(C)(C=C3CCC12)C(C)OC(C)=O,InChIKey=NIZDTKKFYLYFHL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Aliphatic homopolycyclic compounds
51,None,None,None,None,None,None,None,None
52,None,None,None,None,None,None,None,None
53,None,None,None,None,None,None,None,None
54,CC(C)CCCC(C)C1CCC2C3C(C)CC4=CC(=O)CCC4(C)C3CCC12C,InChIKey=MZANIZZWZOMIRD-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,Cholesterols and derivatives,Aliphatic homopolycyclic compounds
55,CC1CC(O)C2(C)C1C(C)CC1OC(=O)C(=C)C1C2OC(C)=O,InChIKey=FOGOKKRFWKCVQL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Aliphatic heteropolycyclic compounds
56,CCCCCCCCC,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
57,CCCCC1=CCC2=C(C1)CC(C(=O)OC)=C(C2)C(=O)OC,InChIKey=LDZUTCABXVDUJT-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Aliphatic homopolycyclic compounds
58,None,None,None,None,None,None,None,None
59,None,None,None,None,None,None,None,None
60,None,None,None,None,None,None,None,None
61,None,None,None,None,None,None,None,None
62,CCCCCCN1C(=O)N=C(C1=O)P(=O)(OCC)OCC,InChIKey=AJXUSLKPSWCZES-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid diesters,Phosphonic acid diesters,Aliphatic heteromonocyclic compounds
63,None,None,None,None,None,None,None,None
64,CC(=O)NC(CCC(O)CO)C(O)=O,InChIKey=VDBVHNPYLZYNQD-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
65,None,None,None,None,None,None,None,None
66,NCCC=CCCCCCCCC(O)=O,InChIKey=QVPQFUMJNWRISH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Aliphatic acyclic compounds
67,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
68,None,None,None,None,None,None,None,None
69,None,None,None,None,None,None,None,None
70,None,None,None,None,None,None,None,None
71,CCCCCCCCC(O)C(O)CC(O)C(O)CCCCCCCC(O)=O,InChIKey=ANOPMHZRNJHOPR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
72,None,None,None,None,None,None,None,None
73,None,None,None,None,None,None,None,None
74,CC(CC(O)=O)C1=C(C)C(=O)C(C)=C(C)C1=O,InChIKey=QTLBOHDINHZIHP-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Monocyclic monoterpenoids,Aliphatic homomonocyclic compounds
75,None,None,None,None,None,None,None,None
76,None,None,None,None,None,None,None,None
77,None,None,None,None,None,None,None,None
78,None,None,None,None,None,None,None,None
79,None,None,None,None,None,None,None,None
80,CCC(O)CCCCCCC(=O)NCCCCNC(=O)CCCCCCC(O)CC,InChIKey=MGNGLSJKKGARDV-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
81,None,None,None,None,None,None,None,None
82,CCCCCC1(CCC(C)(C)N1[O])P(=O)(OCC)OCC,InChIKey=RQYKVYDIHNCQQN-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid diesters,Dialkyl alkylphosphonates,Aliphatic heteromonocyclic compounds
83,None,None,None,None,None,None,None,None
84,None,None,None,None,None,None,None,None
85,None,None,None,None,None,None,None,None
86,CCOC(=O)C1=CC=CC=C1C(=O)OCC,InChIKey=FLKPEMZONWLCSK-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Aromatic homomonocyclic compounds
87,None,None,None,None,None,None,None,None
88,None,None,None,None,None,None,None,None
89,None,None,None,None,None,None,None,None
90,None,None,None,None,None,None,None,None
91,None,None,None,None,None,None,None,None
92,None,None,None,None,None,None,None,None
93,COC(=O)CCC(N)C(=O)OC,InChIKey=YEJSPQZHMWGIGP-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,Aliphatic acyclic compounds
94,CCCCCCCCCCCCCC(O)C(O)C(N)CO,InChIKey=NKOLYWXODIHTSI-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Aliphatic acyclic compounds
95,None,None,None,None,None,None,None,None
96,OC1=CC2=C(C=C1)C=CC(=O)O2,InChIKey=ORHBXUUXSCNDEV-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,Aromatic heteropolycyclic compounds
97,CC(OC1OC(CO)C(O)C1O)C1OC(C(O)C1O)N1C=NC2=C1N=CN=C2N,InChIKey=LGOIXLNLIWXQAN-UHFFFAOYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Aromatic heteropolycyclic compounds
98,CCCCCC(=O)CCC(=O)CCCC(O)=NC(CCCCN)C(O)=O,InChIKey=YUYFNZDFEXACNB-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
99,None,None,None,None,None,None,None,None
100,None,None,None,None,None,None,None,None
101,CC(C)OC(=O)CC(O)(C(O)C(=O)OC(C)C)C(=O)OC(C)C,InChIKey=ZORQQMOCWSOKCJ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic acyclic compounds
102,None,None,None,None,None,None,None,None
103,None,None,None,None,None,None,None,None
104,None,None,None,None,None,None,None,None
105,None,None,None,None,None,None,None,None
106,None,None,None,None,None,None,None,None
107,None,None,None,None,None,None,None,None
108,None,None,None,None,None,None,None,None
109,None,None,None,None,None,None,None,None
110,CCOC(=O)CC(C)NC(C)CC(=O)OCC,InChIKey=CZTDGMJSLCTQJK-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Beta amino acids and derivatives,Aliphatic acyclic compounds
111,None,None,None,None,None,None,None,None
112,None,None,None,None,None,None,None,None
113,None,None,None,None,None,None,None,None
114,None,None,None,None,None,None,None,None
115,None,None,None,None,None,None,None,None
116,None,None,None,None,None,None,None,None
117,None,None,None,None,None,None,None,None
118,None,None,None,None,None,None,None,None
119,None,None,None,None,None,None,None,None
120,None,None,None,None,None,None,None,None
121,CCCCCCCCCN,InChIKey=FJDUDHYHRVPMJZ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,Aliphatic acyclic compounds
122,None,None,None,None,None,None,None,None
123,None,None,None,None,None,None,None,None
124,None,None,None,None,None,None,None,None
125,CC(O)C=CC1(O)C(C)(C)CCC(O)C1(C)OC1OC(CO)C(O)C(O)C1O,InChIKey=YLLQAKRMOWJUFB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Aliphatic heteromonocyclic compounds
126,None,None,None,None,None,None,None,None
127,CCCCCCCCCC(N)CCCCCCCCCCO,InChIKey=UCRROMWIWJSEEK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Primary alcohols,Aliphatic acyclic compounds
128,None,None,None,None,None,None,None,None
129,None,None,None,None,None,None,None,None
130,CCCC1OC(=O)C(C)CC(C)C(=O)CCCC(=O)CCCC(CC)C=CC=C(C)CCC(O)C(O)CC(O)CNC1=O,InChIKey=MZSJHVJRPLCXRN-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolide lactams,,Macrolide lactams,Aliphatic heteromonocyclic compounds
131,None,None,None,None,None,None,None,None
132,None,None,None,None,None,None,None,None
133,CCCCCC=CC=CC=CCCCCCCCO,InChIKey=HUYGXYSVRVLWED-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,Aliphatic acyclic compounds
134,COc1ccc(C=CCCOC(C)C=Cc2ccc(OC)c(OC)c2)cc1OC,InChIKey=RTZZXNQCBVVMGU-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,Aromatic homomonocyclic compounds
135,None,None,None,None,None,None,None,None
136,COC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)C(CC1=CC=C(OC(=O)OC(C)(C)C)C=C1)NC(=O)OC(C)(C)C)C(C)C,InChIKey=FRTQTNIVGUIILF-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Aromatic homomonocyclic compounds
137,None,None,None,None,None,None,None,None
138,None,None,None,None,None,None,None,None
139,None,None,None,None,None,None,None,None
140,CCOCCOCCCN=C(O)CCC(=O)CC(CCC(C)=O)C(O)=O,InChIKey=BABRZVDVGBVYGW-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Aliphatic acyclic compounds
141,CNC(COC1OC(CO)C(O)C(O)C1O)C(C)C(C)O,InChIKey=FFBAEJZGWDTJNL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
142,None,None,None,None,None,None,None,None
143,None,None,None,None,None,None,None,None
144,None,None,None,None,None,None,None,None
145,CCCC(OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C=C,InChIKey=GSGVWPDCHMKMCW-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
146,None,None,None,None,None,None,None,None
147,OCCOCCOCCOCCC(O)=O,InChIKey=NJUMHPXJVKDMAW-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Aliphatic acyclic compounds
148,CC(=O)C(=CC(O)=O)C=C(C)C(O)=O,InChIKey=OBONPBAQVLXBIN-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Aliphatic acyclic compounds
149,CCCCCC(O)C=CC(=O)CCCCCCCCC(O)=O,InChIKey=CZGIUGHMJZYXNX-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Aliphatic acyclic compounds
150,CN1NC(C=C1)=NC(O)=NC1=CC2=C(C=C1)N(C(CO)CO)C(C)=N2,InChIKey=PZUSDBANVHOCJA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles,Aromatic heteropolycyclic compounds
151,COC(=O)C1=CC(OC)=C(O)C(OC)=C1,InChIKey=ZMXJAEGJWHJMGX-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Gallic acid and derivatives,Aromatic homomonocyclic compounds
152,CCC1C=CC(=O)C1C=CC(O)CCCCCCCC(=O)OC,InChIKey=URQNRGKFYGIKEK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Aliphatic homomonocyclic compounds
153,CC(C)CC(N=C(O)C(CC1=CC=CC=C1)C(O)=NO)C(O)=O,InChIKey=TZAMRXZYHCSIMK-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,Aromatic homomonocyclic compounds
154,None,None,None,None,None,None,None,None
155,None,None,None,None,None,None,None,None
156,None,None,None,None,None,None,None,None
157,CCCCN=C([O])CC=CC1=CC=CC=C1,InChIKey=KFYWVFFBMKKDJD-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Styrenes,Styrenes,Aromatic homomonocyclic compounds
158,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
159,CC(C)C(N=C(O)COC1=C(OCC(O)=O)C=CC=C1)C(=O)N1CCCC1C(O)=NC(C(C)C)C(=O)C1=NC2=C(O1)C=CC=C2,InChIKey=WRVGSOVQMBSZEJ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aromatic heteropolycyclic compounds
160,NC(CCC(O)=O)OCC(O)C(O)C(O)C(O)CO,InChIKey=ZWEMLHBYESCFQA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Aliphatic acyclic compounds
161,CC(OC1OC(CO)C(O)C(O)C1O)C=CC1(O)C(C)=CC(=O)C(O)C1(C)C,InChIKey=UPFYDFUDOLTMGS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Aliphatic heteromonocyclic compounds
162,None,None,None,None,None,None,None,None
163,OCCCCCCCCCC(=O)OC(=N)CCC(=O)OC(=O)CCCCCCCCCO,InChIKey=CUZDDEUPSOFPIA-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic acyclic compounds
164,COC(=O)C1=CCC23CCC(C2(CC1)OC(C)=O)C(C)(CCC(O)=O)OC3=O,InChIKey=IQFROZIBHYYWNH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Aliphatic heteropolycyclic compounds
165,None,None,None,None,None,None,None,None
166,CCCCCCCC1C=C(C)CC(C(=O)OC)=C1C(=O)OC,InChIKey=WUBTVAFJLNTJFL-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Aliphatic homomonocyclic compounds
167,CCCOC(=O)CCCCCCCCC(=O)OCCC(C)=C,InChIKey=XUATVJXNMWJWRD-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Aliphatic acyclic compounds
168,CCCCC,InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
169,None,None,None,None,None,None,None,None
170,COC(=O)CCCCCNC(=O)CNC(=O)CC1=CC=CC=C1,InChIKey=VEUDJKGVOVBCEM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aromatic homomonocyclic compounds
171,None,None,None,None,None,None,None,None
172,CCC=CCC=CCC=CCCCCCCCC(=O)NCC(C)C,InChIKey=GTTHOZMLMDSEJJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
173,None,None,None,None,None,None,None,None
174,CCCCCCCCOC1OC(C(O)C(O)C1O)C(O)=NC(CC(O)=O)C(O)=O,InChIKey=HLTRUKDQWCKGKH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Aliphatic heteromonocyclic compounds
175,None,None,None,None,None,None,None,None
176,None,None,None,None,None,None,None,None
177,None,None,None,None,None,None,None,None
178,None,None,None,None,None,None,None,None
179,None,None,None,None,None,None,None,None
180,COCCN(C)c1nc(nc(n1)N(COC)COC)N(C)CCOC,InChIKey=NEHMGKWLSZHOGH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Triazines,Aminotriazines,"1,3,5-triazine-2,4-diamines",Aromatic heteromonocyclic compounds
181,CCOC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CCC12,InChIKey=CPAGEZUSEXARQV-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Aliphatic heteropolycyclic compounds
182,None,None,None,None,None,None,None,None
183,None,None,None,None,None,None,None,None
184,COC(=O)C(=C)C1C(O)CC2(C)C(O)CCC(O)(CO)C2C1O,InChIKey=CNTCMTUSQDBRRO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,"Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",Aliphatic homopolycyclic compounds
185,CCC(C)C(O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,InChIKey=XHFZCGJKWBSHAG-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Depsipeptides,Aliphatic acyclic compounds
186,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
187,CCCCCCCCCCCCCC(O)CC(=O)NC(CCCN)C(O)=O,InChIKey=UUMBWNXCQGDFKZ-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aliphatic acyclic compounds
188,CC(N=C(O)CCCCCCCCCCCCCCC(O)=O)C(O)=O,InChIKey=QOHUPNQFTURSPO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Aliphatic acyclic compounds
189,COCCCNC(=O)CN1CCN(CC(=O)NCCCN(C)C2=CC=CC=C2)CC1,InChIKey=GNJAVEFHMKNOMP-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,Aromatic heteromonocyclic compounds
190,None,None,None,None,None,None,None,None
191,COC1=CC(=O)OC2=CC=CC=C12,InChIKey=MLCMXDYMSAZNPC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,,Coumarins and derivatives,Aromatic heteropolycyclic compounds
192,None,None,None,None,None,None,None,None
193,None,None,None,None,None,None,None,None
194,CCCCCC(=O)NC1CCOC1=O,InChIKey=ZJFKKPDLNLCPNP-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic heteromonocyclic compounds
195,None,None,None,None,None,None,None,None
196,None,None,None,None,None,None,None,None
