experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,csiFinger_superclass,csiFinger_class,csiFinger_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
psuedonitzchia,17,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,612,no matches,no matches,no matches,Diazines,0.7142857142857143,class,7,Insilico
psuedonitzchia,18,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Organic oxygen compounds,Organooxygen compounds,Ethers,Benzenoids,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,19,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,20,201,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,21,371,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,371,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,22,201,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,23,201,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,24,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,26,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,27,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,28,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,29,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,30,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,31,177,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",177,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,32,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,33,250,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,250,Lipids and lipid-like molecules,Fatty Acyls,Carboximidic acids,NA,NA,NA,NA,NA
psuedonitzchia,34,247,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,247,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,35,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,36,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,537,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,37,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,38,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,39,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,40,536,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid diesters,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,536,no matches,no matches,no matches,Phosphonic acid diesters,0.9090909090909091,subclass,11,Insilico
psuedonitzchia,41,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,71,no matches,no matches,no matches,Organoheterocyclic compounds,1,superclass,4,Insilico
psuedonitzchia,42,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia,43,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,44,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Anilides,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia,45,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia,46,494,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,494,no matches,no matches,no matches,N/A,0.875,subclass,8,Insilico
psuedonitzchia,47,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,48,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,49,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,50,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,51,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,52,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,53,124,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,124,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,0.6666666666666666,superclass,9,Library
psuedonitzchia,54,182,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,55,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,128,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,56,201,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,57,201,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,58,681,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.7142857142857143,subclass,7,Insilico
psuedonitzchia,59,681,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.7142857142857143,subclass,7,Insilico
psuedonitzchia,60,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.7142857142857143,subclass,7,Insilico
psuedonitzchia,61,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,105,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,NA
psuedonitzchia,62,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,63,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,64,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.6666666666666666,superclass,6,Insilico
psuedonitzchia,65,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.6666666666666666,superclass,6,Insilico
psuedonitzchia,66,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,681,no matches,no matches,no matches,Methoxyphenols,0.7142857142857143,subclass,7,Insilico
psuedonitzchia,67,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.6666666666666666,superclass,6,Insilico
psuedonitzchia,68,196,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",196,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,69,23,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,NA,NA,Benzenoids,NA,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,8,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,71,547,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,547,no matches,no matches,no matches,N/A,0.6666666666666666,superclass,3,Insilico
psuedonitzchia,72,994,Benzenoids,Benzene and substituted derivatives,Toluenes,Benzenoids,Benzene and substituted derivatives,Toluenes,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,994,Benzenoids,Benzene and substituted derivatives,Toluenes,Toluenes,1,subclass,1,Library
psuedonitzchia,73,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,74,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,75,122,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,122,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Lipids and lipid-like molecules,0.75,superclass,24,Library
psuedonitzchia,76,372,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia,77,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia,78,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia,79,23,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia,80,370,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,370,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,0.7692307692307693,subclass,13,Library
psuedonitzchia,81,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,82,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Thiazoles,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,83,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,84,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,85,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,86,76,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,76,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,87,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,590,no matches,no matches,no matches,Organic acids and derivatives,0.625,superclass,8,Insilico
psuedonitzchia,88,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,590,no matches,no matches,no matches,Organic acids and derivatives,0.625,superclass,8,Insilico
psuedonitzchia,89,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,90,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,91,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylphosphines and derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,92,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,500,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
psuedonitzchia,93,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,500,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
psuedonitzchia,94,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,95,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,96,401,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,97,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organophosphorus compounds,Organothiophosphorus compounds,NA,500,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
psuedonitzchia,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,99,196,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,196,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,100,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,101,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organosulfur compounds,Sulfonyls,NA,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,102,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Thiophenes,NA,1096,no matches,no matches,no matches,Organoheterocyclic compounds,1,superclass,3,Insilico
psuedonitzchia,103,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Thiophenes,NA,1096,no matches,no matches,no matches,Organoheterocyclic compounds,1,superclass,3,Insilico
psuedonitzchia,104,23,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Benzenoids,NA,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia,105,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,1674,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,106,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,34,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,107,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organosulfur compounds,Sulfonyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,108,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Thiadiazoles,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,109,201,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,201,no matches,no matches,no matches,N/A,1,subclass,2,Library
psuedonitzchia,110,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia,111,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,248,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,112,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,113,128,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,128,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,114,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Lactams,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,115,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,116,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,117,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,287,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,118,333,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,333,no matches,no matches,no matches,Fatty acids and conjugates,0.75,subclass,8,Insilico
psuedonitzchia,119,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,120,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,449,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia,121,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,500,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
psuedonitzchia,122,64,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",64,no matches,no matches,no matches,N/A,1,subclass,5,Library
