,SMILES,inchikey,kingdom,superclass,CF_class,subclass,direct_parent,molecular_framework
103,None,None,None,None,None,None,None,None
104,None,None,None,None,None,None,None,None
105,None,None,None,None,None,None,None,None
106,None,None,None,None,None,None,None,None
107,None,None,None,None,None,None,None,None
108,None,None,None,None,None,None,None,None
109,None,None,None,None,None,None,None,None
110,None,None,None,None,None,None,None,None
111,None,None,None,None,None,None,None,None
112,None,None,None,None,None,None,None,None
113,None,None,None,None,None,None,None,None
114,None,None,None,None,None,None,None,None
115,COC(=O)[C@H](CC(C)C)NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,InChIKey=GZXJZTUQIRKJAZ-MFKXGUJFSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Aliphatic homopolycyclic compounds
116,None,None,None,None,None,None,None,None
117,None,None,None,None,None,None,None,None
118,None,None,None,None,None,None,None,None
119,None,None,None,None,None,None,None,None
120,None,None,None,None,None,None,None,None
121,None,None,None,None,None,None,None,None
122,None,None,None,None,None,None,None,None
123,None,None,None,None,None,None,None,None
124,None,None,None,None,None,None,None,None
125,None,None,None,None,None,None,None,None
126,None,None,None,None,None,None,None,None
127,None,None,None,None,None,None,None,None
128,None,None,None,None,None,None,None,None
129,None,None,None,None,None,None,None,None
130,None,None,None,None,None,None,None,None
131,[H][C@@]1(CCCCCCC)CCC2=C(C)C=CC=C2C1,InChIKey=ANXXLYLESOSAJS-MRXNPFEDSA-N,Organic compounds,Benzenoids,Tetralins,,Tetralins,Aromatic homopolycyclic compounds
132,None,None,None,None,None,None,None,None
133,None,None,None,None,None,None,None,None
134,None,None,None,None,None,None,None,None
135,None,None,None,None,None,None,None,None
136,None,None,None,None,None,None,None,None
137,None,None,None,None,None,None,None,None
138,None,None,None,None,None,None,None,None
139,None,None,None,None,None,None,None,None
140,None,None,None,None,None,None,None,None
141,None,None,None,None,None,None,None,None
142,None,None,None,None,None,None,None,None
143,None,None,None,None,None,None,None,None
144,None,None,None,None,None,None,None,None
145,None,None,None,None,None,None,None,None
146,None,None,None,None,None,None,None,None
147,None,None,None,None,None,None,None,None
148,None,None,None,None,None,None,None,None
149,None,None,None,None,None,None,None,None
150,None,None,None,None,None,None,None,None
151,None,None,None,None,None,None,None,None
152,None,None,None,None,None,None,None,None
153,None,None,None,None,None,None,None,None
154,None,None,None,None,None,None,None,None
155,None,None,None,None,None,None,None,None
156,None,None,None,None,None,None,None,None
157,None,None,None,None,None,None,None,None
158,None,None,None,None,None,None,None,None
159,None,None,None,None,None,None,None,None
160,None,None,None,None,None,None,None,None
161,CCCCCCCCCCCCCCCN(C)CC1=CC=CC=C1,InChIKey=YMMNFUJNCOWQRX-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,Aromatic homomonocyclic compounds
162,None,None,None,None,None,None,None,None
163,None,None,None,None,None,None,None,None
164,None,None,None,None,None,None,None,None
165,None,None,None,None,None,None,None,None
166,None,None,None,None,None,None,None,None
167,None,None,None,None,None,None,None,None
168,None,None,None,None,None,None,None,None
169,None,None,None,None,None,None,None,None
170,None,None,None,None,None,None,None,None
171,None,None,None,None,None,None,None,None
172,None,None,None,None,None,None,None,None
173,None,None,None,None,None,None,None,None
174,C[C@H](CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=CCC(C)=CC1,InChIKey=JNKLTDAEXGOBGE-NLSUEFBUSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids,Sesterterpenoids,Aliphatic homomonocyclic compounds
175,None,None,None,None,None,None,None,None
176,None,None,None,None,None,None,None,None
177,None,None,None,None,None,None,None,None
178,None,None,None,None,None,None,None,None
179,None,None,None,None,None,None,None,None
180,None,None,None,None,None,None,None,None
181,None,None,None,None,None,None,None,None
182,None,None,None,None,None,None,None,None
183,None,None,None,None,None,None,None,None
184,None,None,None,None,None,None,None,None
185,None,None,None,None,None,None,None,None
186,None,None,None,None,None,None,None,None
187,None,None,None,None,None,None,None,None
188,None,None,None,None,None,None,None,None
189,None,None,None,None,None,None,None,None
190,None,None,None,None,None,None,None,None
191,None,None,None,None,None,None,None,None
192,None,None,None,None,None,None,None,None
193,None,None,None,None,None,None,None,None
194,None,None,None,None,None,None,None,None
195,None,None,None,None,None,None,None,None
196,None,None,None,None,None,None,None,None
197,None,None,None,None,None,None,None,None
198,None,None,None,None,None,None,None,None
199,None,None,None,None,None,None,None,None
200,None,None,None,None,None,None,None,None
201,None,None,None,None,None,None,None,None
202,None,None,None,None,None,None,None,None
203,None,None,None,None,None,None,None,None
204,[H][C@@]12CO[C@@]([H])(O1)[C@]([H])(N=C(C)O)[C@@]([H])(OC(C)=O)[C@]2([H])O[C@@]1([H])O[C@@]([H])(COC(C)=O)[C@]([H])(OC(C)=O)[C@@]([H])(O[C@@]2([H])O[C@@]([H])(COC(C)=O)[C@]([H])(OC(C)=O)[C@@]([H])(OC(C)=O)[C@]2([H])OC(C)=O)[C@]1([H])OC(C)=O,InChIKey=UORDHHBCQQFZNL-GRJAVENRSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Aliphatic heteropolycyclic compounds
205,None,None,None,None,None,None,None,None
206,None,None,None,None,None,None,None,None
207,None,None,None,None,None,None,None,None
208,None,None,None,None,None,None,None,None
209,None,None,None,None,None,None,None,None
210,None,None,None,None,None,None,None,None
211,None,None,None,None,None,None,None,None
212,C[C@H](OP(O)(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=C(CC3=C1C=C(O)C=C3)C(=O)NC(=O)N2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O,InChIKey=IXPYGZIWHPPILV-NALJQGANSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Aromatic heteropolycyclic compounds
213,None,None,None,None,None,None,None,None
214,None,None,None,None,None,None,None,None
215,CCCCCC,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
216,None,None,None,None,None,None,None,None
217,None,None,None,None,None,None,None,None
218,None,None,None,None,None,None,None,None
219,None,None,None,None,None,None,None,None
220,None,None,None,None,None,None,None,None
221,None,None,None,None,None,None,None,None
222,None,None,None,None,None,None,None,None
223,None,None,None,None,None,None,None,None
224,None,None,None,None,None,None,None,None
225,None,None,None,None,None,None,None,None
226,None,None,None,None,None,None,None,None
227,None,None,None,None,None,None,None,None
228,None,None,None,None,None,None,None,None
229,None,None,None,None,None,None,None,None
230,None,None,None,None,None,None,None,None
231,None,None,None,None,None,None,None,None
232,None,None,None,None,None,None,None,None
233,None,None,None,None,None,None,None,None
234,None,None,None,None,None,None,None,None
235,None,None,None,None,None,None,None,None
236,None,None,None,None,None,None,None,None
237,None,None,None,None,None,None,None,None
238,None,None,None,None,None,None,None,None
239,None,None,None,None,None,None,None,None
240,None,None,None,None,None,None,None,None
241,None,None,None,None,None,None,None,None
242,CCN(C)C,InChIKey=DAZXVJBJRMWXJP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Trialkylamines,Aliphatic acyclic compounds
243,None,None,None,None,None,None,None,None
244,None,None,None,None,None,None,None,None
245,None,None,None,None,None,None,None,None
246,None,None,None,None,None,None,None,None
247,None,None,None,None,None,None,None,None
248,None,None,None,None,None,None,None,None
249,None,None,None,None,None,None,None,None
250,None,None,None,None,None,None,None,None
251,None,None,None,None,None,None,None,None
252,None,None,None,None,None,None,None,None
253,None,None,None,None,None,None,None,None
254,None,None,None,None,None,None,None,None
255,None,None,None,None,None,None,None,None
256,None,None,None,None,None,None,None,None
257,None,None,None,None,None,None,None,None
258,None,None,None,None,None,None,None,None
259,None,None,None,None,None,None,None,None
260,None,None,None,None,None,None,None,None
261,None,None,None,None,None,None,None,None
262,None,None,None,None,None,None,None,None
263,None,None,None,None,None,None,None,None
264,None,None,None,None,None,None,None,None
265,None,None,None,None,None,None,None,None
266,None,None,None,None,None,None,None,None
267,None,None,None,None,None,None,None,None
268,None,None,None,None,None,None,None,None
269,None,None,None,None,None,None,None,None
270,None,None,None,None,None,None,None,None
271,None,None,None,None,None,None,None,None
272,None,None,None,None,None,None,None,None
273,None,None,None,None,None,None,None,None
274,None,None,None,None,None,None,None,None
275,None,None,None,None,None,None,None,None
276,None,None,None,None,None,None,None,None
277,None,None,None,None,None,None,None,None
278,None,None,None,None,None,None,None,None
279,None,None,None,None,None,None,None,None
280,None,None,None,None,None,None,None,None
281,None,None,None,None,None,None,None,None
282,None,None,None,None,None,None,None,None
283,None,None,None,None,None,None,None,None
284,None,None,None,None,None,None,None,None
285,CCCCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,InChIKey=UFMHYBVQZSPWSS-VQTJNVASSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Aliphatic acyclic compounds
286,None,None,None,None,None,None,None,None
287,None,None,None,None,None,None,None,None
288,None,None,None,None,None,None,None,None
289,None,None,None,None,None,None,None,None
290,None,None,None,None,None,None,None,None
291,None,None,None,None,None,None,None,None
292,None,None,None,None,None,None,None,None
293,None,None,None,None,None,None,None,None
294,None,None,None,None,None,None,None,None
295,None,None,None,None,None,None,None,None
296,None,None,None,None,None,None,None,None
297,None,None,None,None,None,None,None,None
298,C,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,Aliphatic acyclic compounds
299,None,None,None,None,None,None,None,None
300,None,None,None,None,None,None,None,None
301,None,None,None,None,None,None,None,None
302,None,None,None,None,None,None,None,None
303,None,None,None,None,None,None,None,None
304,None,None,None,None,None,None,None,None
305,None,None,None,None,None,None,None,None
306,None,None,None,None,None,None,None,None
307,None,None,None,None,None,None,None,None
308,None,None,None,None,None,None,None,None
309,None,None,None,None,None,None,None,None
310,None,None,None,None,None,None,None,None
311,[H][C@@]12CO[C@@]([H])(O1)[C@]([H])(N=C(C)O)[C@@]([H])(OC(C)=O)[C@]2([H])O[C@@]1([H])O[C@@]([H])(COC(C)=O)[C@]([H])(OC(C)=O)[C@@]([H])(O[C@@]2([H])O[C@@]([H])(COC(C)=O)[C@]([H])(OC(C)=O)[C@@]([H])(OC(C)=O)[C@]2([H])OC(C)=O)[C@]1([H])OC(C)=O,InChIKey=UORDHHBCQQFZNL-GRJAVENRSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Aliphatic heteropolycyclic compounds
312,None,None,None,None,None,None,None,None
313,None,None,None,None,None,None,None,None
314,None,None,None,None,None,None,None,None
315,None,None,None,None,None,None,None,None
316,None,None,None,None,None,None,None,None
317,None,None,None,None,None,None,None,None
318,None,None,None,None,None,None,None,None
319,None,None,None,None,None,None,None,None
320,C[C@@H](NC1=CC=C(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP([O-])(=O)O[C@@H](CCC([O-])=O)C([O-])=O)[C@@H](O)[C@H]2O)C=C1)[C@@H]1NC2=C(N[C@H]1C)NC(N)=NC2=O,InChIKey=SCBIBGUJSMHIAI-LHIIQLEZSA-K,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Pentose phosphates,Aromatic heteropolycyclic compounds
321,None,None,None,None,None,None,None,None
322,None,None,None,None,None,None,None,None
323,None,None,None,None,None,None,None,None
324,None,None,None,None,None,None,None,None
325,OCCCCCCCCCCCCCCCCC\C=C/C=C\C(=O)N1CCC[C@@H](O)C1,InChIKey=NRAYLTGUCYPLFK-LCOJETABSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-acylpiperidines,Aliphatic heteromonocyclic compounds
326,None,None,None,None,None,None,None,None
327,None,None,None,None,None,None,None,None
328,None,None,None,None,None,None,None,None
329,None,None,None,None,None,None,None,None
330,None,None,None,None,None,None,None,None
331,None,None,None,None,None,None,None,None
332,None,None,None,None,None,None,None,None
333,None,None,None,None,None,None,None,None
334,None,None,None,None,None,None,None,None
335,None,None,None,None,None,None,None,None
336,None,None,None,None,None,None,None,None
337,None,None,None,None,None,None,None,None
338,None,None,None,None,None,None,None,None
339,None,None,None,None,None,None,None,None
340,None,None,None,None,None,None,None,None
341,None,None,None,None,None,None,None,None
342,None,None,None,None,None,None,None,None
343,None,None,None,None,None,None,None,None
344,C[C@@H]1CC[C@]2(O)[C@H](CCCC2(C)C)[C@@]1(C)CC\C(C)=C\CN1C=NC2=C1C(=N)N(C)CN2C,InChIKey=UMYDEMPHXCZYBB-SCWOSNGDSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purines and purine derivatives,Aromatic heteropolycyclic compounds
345,None,None,None,None,None,None,None,None
346,CC[C@@H](O)C[C@H]1CC[C@@H](O1)[C@@H](C)C(=O)O[C@@H](C)C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)O[C@@H](C)C[C@@H]1CC[C@@H](O1)[C@@H](C)C([O-])=O,InChIKey=DKYFFTVSEZWIAY-PCRQKQRPSA-M,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Aliphatic heteromonocyclic compounds
347,None,None,None,None,None,None,None,None
348,None,None,None,None,None,None,None,None
349,None,None,None,None,None,None,None,None
350,None,None,None,None,None,None,None,None
351,None,None,None,None,None,None,None,None
352,CCCCCCCCCCCCCCC\C=C/CCCCC(N)=O,InChIKey=COUPDYRANTUKKV-MSUUIHNZSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Aliphatic acyclic compounds
353,None,None,None,None,None,None,None,None
354,None,None,None,None,None,None,None,None
355,None,None,None,None,None,None,None,None
356,[H][C@@](CC(C)C)(N=C(O)[C@@]1([H])O[C@]1([H])C)C(O)=NCCCCNC(N)=N,InChIKey=OIPIHCXVIQVOBK-WOPDTQHZSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines,Aliphatic heteromonocyclic compounds
357,None,None,None,None,None,None,None,None
358,None,None,None,None,None,None,None,None
359,None,None,None,None,None,None,None,None
360,None,None,None,None,None,None,None,None
361,None,None,None,None,None,None,None,None
362,None,None,None,None,None,None,None,None
363,CCCCCCCCCCCCCCCCCC(=O)N(C)[C@@H](COS(O)(=O)=O)[C@H](O)\C=C\CC\C=C\CCCCCCCCC,InChIKey=RIMXVCHDYMWUNB-INWNUWMJSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
364,None,None,None,None,None,None,None,None
365,None,None,None,None,None,None,None,None
366,None,None,None,None,None,None,None,None
367,None,None,None,None,None,None,None,None
368,None,None,None,None,None,None,None,None
369,None,None,None,None,None,None,None,None
370,None,None,None,None,None,None,None,None
371,None,None,None,None,None,None,None,None
372,None,None,None,None,None,None,None,None
373,None,None,None,None,None,None,None,None
374,None,None,None,None,None,None,None,None
375,None,None,None,None,None,None,None,None
376,None,None,None,None,None,None,None,None
377,None,None,None,None,None,None,None,None
378,None,None,None,None,None,None,None,None
379,None,None,None,None,None,None,None,None
380,OCC1=C[C@H](CC1)[C@H](CCCCC[C@@H]1C\C=C\C[C@@H](C([O-])=O)[C@@]2(CCC[C@@H](O)C2)c2cccc(C[C@H]1c1ccc(O)cc1)c2)C=O,InChIKey=CMFROVJYMZKGCF-ONAXPYQBSA-M,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,Aromatic homopolycyclic compounds
381,None,None,None,None,None,None,None,None
382,C[C@@H](NC1=CC=C(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP([O-])(=O)O[C@@H](CCC([O-])=O)C([O-])=O)[C@@H](O)[C@H]2O)C=C1)[C@@H]1NC2=C(N[C@H]1C)NC(N)=NC2=O,InChIKey=SCBIBGUJSMHIAI-LHIIQLEZSA-K,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Pentose phosphates,Aromatic heteropolycyclic compounds
383,None,None,None,None,None,None,None,None
384,None,None,None,None,None,None,None,None
385,None,None,None,None,None,None,None,None
386,None,None,None,None,None,None,None,None
387,None,None,None,None,None,None,None,None
388,CCCCCC[C@@]12CC[C@@]3(C)[C@@H]4CC[C@]5(O)OC[C@@]4(CC[C@@H]3[C@@]1(C)CC[C@@]1(C)CC[C@](C)(C[C@@H]21)C([O-])=O)[C@H]5CCC,InChIKey=VNYWOXJKMRAOJS-DLMYZTJFSA-M,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Aliphatic heteropolycyclic compounds
389,None,None,None,None,None,None,None,None
390,None,None,None,None,None,None,None,None
391,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N,InChIKey=HTSMCTDWAPSBNO-CWGSFJFBSA-J,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Very long-chain 2-enoyl CoAs,Aromatic heteropolycyclic compounds
392,[H][C@](N)(CO)[C@@]([H])(O)[C@]([H])(O)CCCCCCCCCCCC,InChIKey=OCHZTELGZBWSJD-ARFHVFGLSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,3-aminoalcohols",Aliphatic acyclic compounds
393,None,None,None,None,None,None,None,None
394,None,None,None,None,None,None,None,None
395,None,None,None,None,None,None,None,None
396,None,None,None,None,None,None,None,None
397,None,None,None,None,None,None,None,None
398,None,None,None,None,None,None,None,None
399,CCCCCCCCCC(O)=NCCO,InChIKey=LMVSBYPDMNAXPF-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,Aliphatic acyclic compounds
400,None,None,None,None,None,None,None,None
401,None,None,None,None,None,None,None,None
402,None,None,None,None,None,None,None,None
403,None,None,None,None,None,None,None,None
404,None,None,None,None,None,None,None,None
405,None,None,None,None,None,None,None,None
406,None,None,None,None,None,None,None,None
407,None,None,None,None,None,None,None,None
408,None,None,None,None,None,None,None,None
409,None,None,None,None,None,None,None,None
410,None,None,None,None,None,None,None,None
411,COC(=O)[C@@H](C)NC(=O)[C@@H]1CNCCN1C(=O)NC1CCCCC1,InChIKey=CECMLGUYBLSVFF-YPMHNXCESA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Aliphatic heteromonocyclic compounds
412,None,None,None,None,None,None,None,None
413,None,None,None,None,None,None,None,None
414,None,None,None,None,None,None,None,None
415,None,None,None,None,None,None,None,None
416,None,None,None,None,None,None,None,None
417,None,None,None,None,None,None,None,None
418,None,None,None,None,None,None,None,None
419,None,None,None,None,None,None,None,None
420,None,None,None,None,None,None,None,None
421,None,None,None,None,None,None,None,None
422,None,None,None,None,None,None,None,None
423,None,None,None,None,None,None,None,None
424,None,None,None,None,None,None,None,None
425,None,None,None,None,None,None,None,None
426,None,None,None,None,None,None,None,None
427,None,None,None,None,None,None,None,None
428,None,None,None,None,None,None,None,None
429,None,None,None,None,None,None,None,None
430,None,None,None,None,None,None,None,None
431,None,None,None,None,None,None,None,None
432,None,None,None,None,None,None,None,None
433,None,None,None,None,None,None,None,None
434,CCCCCCCCCCCC(=O)N(CCCCCN=C(N)N)CCCNC(=O)C=C(C)C,InChIKey=MBPMCCICMQJUCL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,Aliphatic acyclic compounds
435,None,None,None,None,None,None,None,None
436,None,None,None,None,None,None,None,None
437,None,None,None,None,None,None,None,None
438,None,None,None,None,None,None,None,None
439,None,None,None,None,None,None,None,None
440,None,None,None,None,None,None,None,None
441,None,None,None,None,None,None,None,None
442,None,None,None,None,None,None,None,None
443,None,None,None,None,None,None,None,None
444,None,None,None,None,None,None,None,None
445,None,None,None,None,None,None,None,None
